kilo-Electron Volt [keV],Counts
12.981,14.804
12.991,29.849
13.001,14.894
13.012,22.94
13.022,27.985
13.032,23.03
13.042,23.075
13.052,27.121
13.062,13.166
13.072,17.211
13.082,8.2563
13.092,28.302
13.102,26.347
13.112,22.392
13.122,17.437
13.132,15.482
13.142,13.528
13.152,21.588
13.162,14.648
13.172,18.709
13.182,27.769
13.192,8.8291
13.202,30.889
13.212,28.95
13.222,18.01
13.232,14.07
13.242,18.131
13.252,29.191
13.262,23.251
13.272,12.312
13.282,28.372
13.292,10.432
13.302,18.492
13.312,13.553
13.322,13.613
13.332,13.673
13.342,21.734
13.352,20.794
13.362,10.854
13.372,20.915
13.382,25.975
13.392,17.035
13.402,20.095
13.412,21.156
13.422,19.216
13.432,15.276
13.442,20.337
13.452,19.397
13.462,8.4573
13.472,9.5176
13.482,14.578
13.492,17.638
13.502,23.719
13.512,13.799
13.522,17.879
13.532,16.96
13.542,15.04
13.552,14.121
13.562,14.201
13.572,12.281
13.582,8.3618
13.592,24.442
13.602,28.523
13.612,22.603
13.622,17.683
13.632,18.764
13.642,23.844
13.652,13.925
13.662,21.005
13.672,15.085
13.682,21.166
13.692,18.246
13.702,21.327
13.712,10.407
13.722,17.487
13.732,13.568
13.742,12.648
13.752,20.729
13.762,13.809
13.772,24.889
13.782,25.97
13.792,11.05
13.802,15.131
13.812,19.211
13.822,13.291
13.832,14.372
13.842,15.452
13.852,22.533
13.862,16.613
13.872,22.693
13.882,22.774
13.892,3.8543
13.902,12.905
13.912,20.955
13.922,4.005
13.932,17.055
13.942,16.106
13.952,19.156
13.962,15.206
13.972,18.256
13.982,18.307
13.992,12.357
14.002,15.407
14.012,14.457
14.022,18.508
14.032,12.558
14.042,13.608
14.052,17.658
14.062,16.709
14.072,18.759
14.082,16.809
14.092,14.859
14.102,6.9095
14.112,15.96
14.122,20.01
14.132,23.06
14.142,25.111
14.152,8.1608
14.162,25.211
14.172,29.261
14.182,7.3116
14.192,14.362
14.202,11.412
14.212,19.462
14.222,16.513
14.232,15.563
14.242,12.613
14.252,21.663
14.262,14.714
14.272,14.764
14.282,9.8141
14.292,10.864
14.302,18.915
14.312,21.965
14.322,16.015
14.332,17.065
14.342,5.1156
14.352,20.161
14.362,16.206
14.372,13.251
14.382,18.296
14.392,19.342
14.402,15.387
14.412,9.4322
14.422,18.477
14.432,14.523
14.442,14.568
14.452,16.613
14.462,13.658
14.472,20.704
14.482,16.749
14.492,25.794
14.502,12.839
14.512,16.884
14.522,16.93
14.532,9.9749
14.542,21.02
14.552,21.065
14.562,22.111
14.572,16.156
14.582,21.201
14.592,19.246
14.602,9.2915
14.612,20.337
14.622,10.382
14.632,15.427
