kilo-Electron Volt [keV],Counts
10.360,43.236
10.370,44.372
10.380,29.508
10.390,45.643
10.400,17.779
10.410,34.915
10.420,50.05
10.430,47.186
10.440,59.322
10.450,39.457
10.460,30.593
10.470,52.729
10.480,36.864
10.490,39
10.500,39.136
10.510,24.271
10.520,30.407
10.530,46.543
10.540,26.678
10.550,53.814
10.560,41.95
10.570,39.085
10.580,32.221
10.590,20.357
10.600,39.492
10.610,35.628
10.620,39.764
10.630,30.899
10.640,37.035
10.650,25.171
10.660,47.307
10.670,34.442
10.680,42.578
10.690,43.714
10.700,38.849
10.710,31.985
10.720,32.121
10.730,51.256
10.740,41.392
10.750,35.528
10.760,26.663
10.770,53.799
10.780,41.935
10.790,45.07
10.800,39.206
10.810,52.342
10.820,23.477
10.830,29.613
10.840,37.749
10.850,41.884
10.860,46.02
10.870,48.156
10.880,45.291
10.890,36.447
10.900,51.603
10.910,46.759
10.920,47.915
10.930,42.07
10.940,29.226
10.950,48.382
10.960,27.538
10.970,31.693
10.980,39.849
10.990,13.005
11.000,25.146
11.010,27.286
11.020,35.427
11.030,21.568
11.040,40.709
11.050,41.849
11.060,52.99
11.070,22.131
11.080,27.271
11.090,38.412
11.100,26.553
11.110,40.724
11.120,12.894
11.130,50.055
11.140,46.216
11.150,47.377
11.160,23.538
11.170,14.698
11.180,44.859
11.190,14.02
11.200,45.181
11.210,32.342
11.220,34.508
11.230,34.673
11.240,27.839
11.250,41.005
11.260,44.171
11.270,32.337
11.280,32.503
11.290,27.668
11.300,45.834
11.310,59
11.320,27.166
11.330,45.332
11.340,33.497
11.350,36.663
11.360,47.829
11.370,31.995
11.380,67.161
11.390,50.327
11.400,25.492
11.410,19.658
11.420,26.824
11.430,31.99
11.440,38.156
11.450,51.322
11.460,38.487
11.470,31.653
11.480,44.819
11.490,34.985
11.500,35.151
11.510,31.327
11.520,31.503
11.530,31.678
11.540,18.854
11.550,31.025
11.560,38.196
11.570,43.367
11.580,31.538
11.590,38.709
11.600,31.879
11.610,26.05
11.620,37.221
11.630,33.392
11.640,41.563
11.650,38.734
11.660,35.905
11.670,33.075
11.680,24.246
11.690,36.417
11.700,19.588
11.710,40.749
11.720,54.91
11.730,33.07
11.740,38.231
11.750,33.392
11.760,25.553
11.770,23.714
11.780,28.874
11.790,34.035
11.800,39.196
11.810,26.357
11.820,34.518
11.830,32.678
11.840,42.839
11.850,38
11.860,28.161
11.870,36.322
11.880,30.482
11.890,34.643
11.900,42.804
11.910,15.965
11.920,32.09
11.930,33.226
11.940,45.362
11.950,33.497
11.960,27.633
11.970,23.769
11.980,37.905
11.990,36.05
12.000,11.196
12.010,27.312
12.020,33.427
12.030,36.543
12.040,29.658
12.050,33.774
12.060,27.889
12.070,49.005
12.080,32.121
12.090,21.236
12.100,28.352
12.110,36.467
12.120,25.583
12.130,39.698
12.140,35.854
12.150,39.01
12.160,51.166
12.170,31.322
12.180,27.477
12.190,29.633
12.200,27.789
12.210,35.945
12.220,40.101
12.230,34.256
12.240,31.412
12.250,11.568
12.260,8.7085
12.270,28.834
12.280,29.96
12.290,25.085
12.300,23.211
12.310,30.337
12.320,21.462
12.330,36.588
12.340,41.714
12.350,26.839
12.360,37.965
12.370,31.09
12.380,39.216
12.390,35.342
12.400,30.467
12.410,36.593
12.420,40.719
12.430,27.844
12.440,15.97
12.450,39.095
12.460,39.221
12.470,29.347
12.480,42.472
12.490,32.598
12.500,35.724
12.510,33.849
12.520,36.975
12.530,35.101
12.540,25.226
12.550,40.352
12.560,36.477
12.570,26.603
12.580,33.729
12.590,43.854
12.600,34.98
12.610,40.106
12.620,17.231
12.630,28.357
12.640,33.482
12.650,30.608
12.660,24.734
12.670,22.859
12.680,36.985
12.690,39.111
12.700,42.236
12.710,19.362
12.720,27.487
12.730,30.613
12.740,22.739
12.750,23.864
12.760,27.99
12.770,47.116
12.780,40.241
12.790,35.367
12.800,44.492
12.810,27.618
12.820,37.744
12.830,33.869
12.840,29.995
12.850,28.121
12.860,43.246
12.870,12.372
12.880,34.477
12.890,30.583
12.900,28.709
12.910,30.834
12.920,32.96
12.930,24.085
12.940,22.211
12.950,27.337
12.960,35.462
12.970,29.588
12.980,20.714
12.990,26.839
13.000,25.965
13.010,19.09
13.020,32.216
13.030,32.342
13.040,36.467
13.050,17.593
13.060,29.719
13.070,33.844
13.080,14.97
13.090,9.0955
13.100,20.191
13.110,39.286
13.120,25.382
13.130,46.477
13.140,21.573
13.150,30.668
13.160,33.764
13.170,36.859
13.180,20.955
13.190,44.05
13.200,9.1457
13.210,33.236
13.220,33.327
13.230,10.417
13.240,16.508
13.250,32.598
13.260,21.688
13.270,29.779
13.280,32.869
13.290,36.96
13.300,23.06
13.310,40.161
13.320,30.261
13.330,28.362
13.340,34.462
13.350,22.588
13.360,29.714
13.370,36.839
13.380,21.965
13.390,24.09
13.400,20.216
13.410,18.342
13.420,38.467
13.430,32.593
13.440,24.719
13.450,30.844
13.460,26.97
13.470,24.095
13.480,23.221
13.490,10.347
13.500,18.462
13.510,30.578
13.520,30.693
13.530,23.809
13.540,22.925
13.550,32.04
13.560,22.156
13.570,23.271
13.580,23.387
13.590,24.503
13.600,22.618
13.610,19.734
13.620,41.849
13.630,28.965
13.640,21.08
13.650,26.196
13.660,21.312
13.670,25.427
13.680,28.543
13.690,34.658
13.700,27.774
13.710,20.889
13.720,27.005
13.730,30.121
13.740,38.236
13.750,28.352
13.760,36.467
13.770,28.583
13.780,30.698
13.790,28.814
13.800,44.93
13.810,21.045
13.820,19.161
13.830,35.276
13.840,28.392
13.850,18.508
13.860,17.623
13.870,25.739
13.880,39.854
13.890,32.97
13.900,31.085
13.910,13.201
13.920,30.307
13.930,22.412
13.940,34.518
13.950,27.623
13.960,23.729
13.970,11.834
13.980,25.93
13.990,22.025
14.000,37.121
14.010,23.216
14.020,24.312
14.030,18.407
14.040,29.503
14.050,26.598
14.060,39.693
14.070,30.789
14.080,20.884
14.090,38.98
14.100,18.075
14.110,21.171
14.120,5.2663
14.130,22.322
14.140,25.377
14.150,26.432
14.160,25.487
14.170,24.543
14.180,35.598
14.190,21.663
14.200,32.729
14.210,14.794
14.220,31.859
14.230,30.925
14.240,29.99
14.250,24.055
14.260,39.121
14.270,34.186
14.280,23.251
14.290,27.317
14.300,20.382
14.310,11.447
14.320,20.513
14.330,23.578
14.340,10.643
14.350,29.714
14.360,21.784
14.370,37.859
14.380,28.935
14.390,18.01
14.400,17.085
14.410,27.161
14.420,24.236
14.430,35.312
14.440,23.387
14.450,20.462
14.460,25.538
14.470,21.613
14.480,30.688
14.490,29.764
14.500,25.839
14.510,23.915
14.520,22.99
14.530,19.065
14.540,15.141
14.550,23.216
14.560,21.291
14.570,10.367
14.580,9.4422
14.590,23.518
14.600,29.593
14.610,30.668
14.620,18.769
14.630,23.869
14.640,30.97
14.650,36.07
14.660,31.171
14.670,28.271
14.680,24.372
14.690,22.472
14.700,17.573
14.710,20.673
14.720,28.774
14.730,18.874
14.740,19.975
14.750,26.075
14.760,32.176
14.770,36.276
14.780,27.377
14.790,29.477
14.800,23.578
14.810,22.678
14.820,16.779
14.830,23.879
14.840,21.98
14.850,16.08
14.860,17.181
14.870,23.281
14.880,7.3819
14.890,32.462
14.900,26.543
14.910,19.623
14.920,17.704
14.930,24.784
14.940,14.864
14.950,12.945
14.960,21.025
14.970,35.106
14.980,28.186
14.990,16.266
15.000,30.347
15.010,25.427
15.020,25.508
15.030,36.588
15.040,20.668
15.050,29.749
15.060,24.829
15.070,21.91
15.080,17.99
15.090,24.07
15.100,18.151
15.110,15.231
15.120,18.312
15.130,23.392
15.140,18.472
15.150,13.553
15.160,11.633
15.170,19.714
15.180,15.794
15.190,15.874
15.200,19.955
15.210,17.035
15.220,18.116
15.230,17.196
15.240,34.276
15.250,22.357
15.260,13.437
15.270,20.518
15.280,8.598
15.290,26.668
15.300,22.739
15.310,25.809
15.320,23.879
15.330,3.9497
15.340,26.995
15.350,18.04
15.360,18.085
15.370,13.131
15.380,15.176
15.390,14.221
15.400,18.266
15.410,22.312
15.420,28.357
15.430,13.402
15.440,12.447
15.450,18.492
15.460,32.538
15.470,31.583
15.480,37.628
15.490,15.673
15.500,26.719
15.510,22.764
15.520,8.809
15.530,14.854
15.540,12.899
15.550,12.945
15.560,21.99
15.570,26.035
15.580,33.08
15.590,16.126
15.600,20.171
15.610,23.216
15.620,26.261
15.630,19.307
15.640,14.362
15.650,19.417
15.660,17.472
15.670,23.528
15.680,25.583
15.690,19.638
15.700,32.693
15.710,13.749
15.720,16.804
15.730,27.859
15.740,25.915
15.750,18.97
15.760,14.025
15.770,13.08
15.780,22.136
15.790,15.191
15.800,24.246
15.810,20.302
15.820,20.357
15.830,18.412
15.840,8.4673
15.850,23.523
15.860,15.578
15.870,15.633
15.880,11.688
15.890,10.744
15.900,21.799
15.910,16.854
15.920,28.91
15.930,17.965
15.940,24.02
15.950,24.075
15.960,19.131
15.970,24.186
15.980,28.241
15.990,22.296
16.000,26.357
16.010,15.417
16.020,12.477
16.030,28.538
16.040,18.598
16.050,23.658
16.060,13.719
16.070,22.779
16.080,18.839
16.090,19.899
16.100,14.96
16.110,24.02
16.120,9.0804
16.130,13.141
16.140,21.201
16.150,10.261
16.160,13.322
16.170,6.3819
16.180,8.4322
16.190,8.4824
16.200,19.533
16.210,9.5829
16.220,15.648
16.230,16.714
16.240,22.779
16.250,6.8442
16.260,14.91
16.270,15.975
16.280,17.04
16.290,11.106
16.300,10.171
16.310,12.236
16.320,15.302
16.330,6.3668
16.340,22.427
16.350,5.4874
16.360,16.543
16.370,9.598
16.380,14.653
16.390,15.709
16.400,8.7638
16.410,18.819
16.420,22.874
16.430,17.93
16.440,10.985
16.450,19.04
16.460,21.095
16.470,20.151
16.480,14.206
16.490,15.261
16.500,17.317
16.510,22.372
16.520,12.427
16.530,20.482
16.540,15.538
16.550,20.593
16.560,23.648
16.570,18.704
16.580,23.759
16.590,16.814
16.600,1.8693
16.610,23.899
16.620,16.93
16.630,16.96
16.640,15.99
16.650,24.02
16.660,16.05
16.670,13.08
16.680,9.1106
16.690,13.141
16.700,19.171
16.710,17.201
16.720,9.2312
16.730,21.261
16.740,13.291
16.750,17.322
16.760,14.352
16.770,16.397
16.780,16.442
16.790,22.487
16.800,15.533
16.810,7.5779
16.820,18.623
16.830,12.668
16.840,10.714
16.850,13.759
16.860,5.804
16.870,15.849
16.880,14.894
16.890,8.9397
16.900,19.985
16.910,9.0302
16.920,12.075
16.930,13.121
16.940,19.166
16.950,12.211
16.960,13.256
16.970,14.302
16.980,22.347
16.990,9.392
17.000,16.437
17.010,14.482
17.020,12.528
17.030,14.573
17.040,16.618
17.050,23.663
17.060,15.709
17.070,16.754
17.080,12.799
17.090,15.844
17.100,20.889
17.110,8.9347
17.120,8.9799
17.130,15.025
17.140,14.07
17.150,15.116
17.160,10.161
17.170,15.206
17.180,17.251
17.190,17.296
17.200,11.342
17.210,5.3869
17.220,11.432
17.230,11.477
17.240,16.523
17.250,7.5678
17.260,20.613
17.270,13.658
17.280,10.704
17.290,12.749
17.300,13.794
17.310,19.839
17.320,17.884
17.330,18.93
17.340,16.975
17.350,13.02
17.360,16.065
17.370,15.111
17.380,22.156
17.390,13.201
17.400,9.2462
17.410,11.291
